title	SECTITLE_END
Improved	SEC_START
Part	SEC_CONTENT
-	SEC_CONTENT
of	SEC_CONTENT
-	SEC_CONTENT
Speech	SEC_CONTENT
Tagging	SEC_CONTENT
for	SEC_CONTENT
Online	SEC_CONTENT
Conversational	SEC_CONTENT
Text	SEC_CONTENT
with	SEC_CONTENT
Word	SEC_CONTENT
Clusters	SEC_END
abstract	SECTITLE_END
We	SEC_START
consider	SEC_CONTENT
the	SEC_CONTENT
problem	SEC_CONTENT
of	SEC_CONTENT
part	SEC_CONTENT
-	SEC_CONTENT
of	SEC_CONTENT
-	SEC_CONTENT
speech	SEC_CONTENT
tagging	SEC_CONTENT
for	SEC_CONTENT
informal	SEC_CONTENT
,	SEC_CONTENT
online	SEC_CONTENT
conversational	SEC_CONTENT
text	SEC_CONTENT
.	SEC_CONTENT
We	SEC_CONTENT
systematically	SEC_CONTENT
evaluate	SEC_CONTENT
the	SEC_CONTENT
use	SEC_CONTENT
of	SEC_CONTENT
large	SEC_CONTENT
-	SEC_CONTENT
scale	SEC_CONTENT
unsupervised	SEC_CONTENT
word	SEC_CONTENT
clustering	SEC_CONTENT
and	SEC_CONTENT
new	SEC_CONTENT
lexical	SEC_CONTENT
features	SEC_CONTENT
to	SEC_CONTENT
improve	SEC_CONTENT
tagging	metric
accuracy	metric
.	SEC_CONTENT
With	SEC_CONTENT
these	SEC_CONTENT
features	SEC_CONTENT
,	SEC_CONTENT
our	SEC_CONTENT
system	SEC_CONTENT
achieves	SEC_CONTENT
state	SEC_CONTENT
-	SEC_CONTENT
of	SEC_CONTENT
-	SEC_CONTENT
the	SEC_CONTENT
-	SEC_CONTENT
art	SEC_CONTENT
tagging	SEC_CONTENT
results	SEC_CONTENT
on	SEC_CONTENT
both	SEC_CONTENT
Twitter	SEC_CONTENT
and	SEC_CONTENT
IRC	SEC_CONTENT
POS	SEC_CONTENT
tagging	SEC_CONTENT
tasks	SEC_CONTENT
;	SEC_CONTENT
Twitter	task
tagging	task
is	SEC_CONTENT
improved	SEC_CONTENT
from	SEC_CONTENT
90	metric
%	metric
to	metric
93	metric
%	metric
accuracy	metric
(	SEC_CONTENT
more	SEC_CONTENT
than	SEC_CONTENT
3	SEC_CONTENT
%	SEC_CONTENT
absolute	SEC_CONTENT
)	SEC_CONTENT
.	SEC_CONTENT
Qualitative	SEC_CONTENT
analysis	SEC_CONTENT
of	SEC_CONTENT
these	SEC_CONTENT
word	SEC_CONTENT
clusters	SEC_CONTENT
yields	SEC_CONTENT
insights	SEC_CONTENT
about	SEC_CONTENT
NLP	SEC_CONTENT
and	SEC_CONTENT
linguistic	SEC_CONTENT
phenomena	SEC_CONTENT
in	SEC_CONTENT
this	SEC_CONTENT
genre	SEC_CONTENT
.	SEC_CONTENT
Additionally	SEC_CONTENT
,	SEC_CONTENT
we	SEC_CONTENT
contribute	SEC_CONTENT
the	SEC_CONTENT
first	SEC_CONTENT
POS	SEC_CONTENT
annotation	SEC_CONTENT
guidelines	SEC_CONTENT
for	SEC_CONTENT
such	SEC_CONTENT
text	SEC_CONTENT
and	SEC_CONTENT
release	SEC_CONTENT
anew	SEC_CONTENT
dataset	SEC_CONTENT
of	SEC_CONTENT
English	SEC_CONTENT
language	SEC_CONTENT
tweets	SEC_CONTENT
annotated	SEC_CONTENT
using	SEC_CONTENT
these	SEC_CONTENT
guidelines	SEC_CONTENT
.	SEC_CONTENT
Tagging	SEC_CONTENT
software	SEC_CONTENT
,	SEC_CONTENT
annotation	SEC_CONTENT
guidelines	SEC_CONTENT
,	SEC_CONTENT
and	SEC_CONTENT
large	SEC_CONTENT
-	SEC_CONTENT
scale	SEC_CONTENT
word	SEC_CONTENT
clusters	SEC_CONTENT
are	SEC_CONTENT
available	SEC_CONTENT
at	SEC_CONTENT
:	SEC_END
Introduction	SECTITLE_END
Online	SEC_START
conversational	SEC_CONTENT
text	SEC_CONTENT
,	SEC_CONTENT
typified	SEC_CONTENT
by	SEC_CONTENT
microblogs	SEC_CONTENT
,	SEC_CONTENT
chat	SEC_CONTENT
,	SEC_CONTENT
and	SEC_CONTENT
text	SEC_CONTENT
messages	SEC_CONTENT
,	SEC_CONTENT
1	SEC_CONTENT
is	SEC_CONTENT
a	SEC_CONTENT
challenge	SEC_CONTENT
for	SEC_CONTENT
natural	SEC_CONTENT
language	SEC_CONTENT
processing	SEC_CONTENT
.	SEC_CONTENT
Unlike	SEC_CONTENT
the	SEC_CONTENT
highly	SEC_CONTENT
edited	SEC_CONTENT
genres	SEC_CONTENT
that	SEC_CONTENT
conventional	SEC_CONTENT
NLP	SEC_CONTENT
tools	SEC_CONTENT
have	SEC_CONTENT
been	SEC_CONTENT
developed	SEC_CONTENT
for	SEC_CONTENT
,	SEC_CONTENT
conversational	SEC_CONTENT
text	SEC_CONTENT
contains	SEC_CONTENT
many	SEC_CONTENT
nonstandard	SEC_CONTENT
lexical	SEC_CONTENT
items	SEC_CONTENT
and	SEC_CONTENT
syntactic	SEC_CONTENT
patterns	SEC_CONTENT
.	SEC_CONTENT
These	SEC_CONTENT
are	SEC_CONTENT
the	SEC_CONTENT
result	SEC_CONTENT
of	SEC_CONTENT
unintentional	SEC_CONTENT
errors	SEC_CONTENT
,	SEC_CONTENT
dialectal	SEC_CONTENT
variation	SEC_CONTENT
,	SEC_CONTENT
conversational	SEC_CONTENT
ellipsis	SEC_CONTENT
,	SEC_CONTENT
topic	SEC_CONTENT
diversity	SEC_CONTENT
,	SEC_CONTENT
and	SEC_CONTENT
creative	SEC_CONTENT
use	SEC_CONTENT
of	SEC_CONTENT
language	SEC_CONTENT
and	SEC_CONTENT
orthography	SEC_CONTENT
.	SEC_CONTENT
An	SEC_CONTENT
example	SEC_CONTENT
is	SEC_CONTENT
shown	SEC_CONTENT
in	SEC_CONTENT
.	SEC_CONTENT
As	SEC_CONTENT
a	SEC_CONTENT
result	SEC_CONTENT
of	SEC_CONTENT
this	SEC_CONTENT
widespread	SEC_CONTENT
variation	SEC_CONTENT
,	SEC_CONTENT
standard	SEC_CONTENT
model-1	SEC_CONTENT
Also	SEC_CONTENT
referred	SEC_CONTENT
to	SEC_CONTENT
as	SEC_CONTENT
computer	SEC_CONTENT
-	SEC_CONTENT
mediated	SEC_CONTENT
communication	SEC_CONTENT
.	SEC_CONTENT
ing	SEC_CONTENT
assumptions	SEC_CONTENT
that	SEC_CONTENT
depend	SEC_CONTENT
on	SEC_CONTENT
lexical	SEC_CONTENT
,	SEC_CONTENT
syntactic	SEC_CONTENT
,	SEC_CONTENT
and	SEC_CONTENT
orthographic	SEC_CONTENT
regularity	SEC_CONTENT
are	SEC_CONTENT
inappropriate	SEC_CONTENT
.	SEC_CONTENT
There	SEC_CONTENT
is	SEC_CONTENT
preliminary	SEC_CONTENT
work	SEC_CONTENT
on	SEC_CONTENT
social	SEC_CONTENT
media	SEC_CONTENT
part	SEC_CONTENT
-	SEC_CONTENT
of	SEC_CONTENT
-	SEC_CONTENT
speech	SEC_CONTENT
(	SEC_CONTENT
POS	SEC_CONTENT
)	SEC_CONTENT
tagging	SEC_CONTENT
)	SEC_CONTENT
,	SEC_CONTENT
named	SEC_CONTENT
entity	SEC_CONTENT
recognition	SEC_CONTENT
(	SEC_CONTENT
)	SEC_CONTENT
,	SEC_CONTENT
and	SEC_CONTENT
parsing	SEC_CONTENT
)	SEC_CONTENT
,	SEC_CONTENT
but	SEC_CONTENT
accuracy	metric
rates	metric
are	SEC_CONTENT
still	SEC_CONTENT
significantly	SEC_CONTENT
lower	SEC_CONTENT
than	SEC_CONTENT
traditional	SEC_CONTENT
well	SEC_CONTENT
-	SEC_CONTENT
edited	SEC_CONTENT
genres	SEC_CONTENT
like	SEC_CONTENT
newswire	SEC_CONTENT
.	SEC_CONTENT
Even	SEC_CONTENT
web	SEC_CONTENT
text	SEC_CONTENT
parsing	SEC_CONTENT
,	SEC_CONTENT
which	SEC_CONTENT
is	SEC_CONTENT
a	SEC_CONTENT
comparatively	SEC_CONTENT
easier	SEC_CONTENT
genre	SEC_CONTENT
than	SEC_CONTENT
social	dataset
media	dataset
,	SEC_CONTENT
lags	SEC_CONTENT
